"Name","Event Type","Description","Image","Contact URL","Booking URL","Contact Phone Number","Booking Phone Number","Venue Name","Address","County","Latitude","Longitude","Is Free To Visit","Price","Start Date","End Date","Start Time","End Time","Recurring Dates"
"The Flag by artist Emily Aoibheann - The National Gallery of Ireland","Event","Blending contemporary dance, live brass, sculptural sound and archival research, the work unfolds as a promenade experience that audiences are free to enter, exit, and linger with.

The Flag reflects on national identity as something felt through resonance and tension, exploring how history inhabits bodies, objects and sound. Performed without fixed seating, the piece invites viewers to move through cycles of playful horn calls, resonant tuba solos, layered field recordings, and intricate ribbon choreography.

The Flag transforms the Shaw Room into a living sculpture, where movement and music unfold as a mesmeric process.

The Flag is funded by the Arts Council / An Chomhairle Ealaíon and supported by Dance Ireland.s","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/a1833606-b3fd-476b-ba9a-cad0d71f7193/d9bd54fb-3a77-4c77-9283-ba06eb11e319.jpg?w=640&q=66&fit=scale","https://www.nationalgallery.ie/whats-on/the-flag-30-01",,"0035316615133","0035316615133","National Gallery of Ireland","National Gallery of Ireland, Merrion Square W, Dublin, Dublin","Dublin","53.3408887","-6.2522962","Yes","","27/01/2026","27/01/2026",,,"Yes"
"Sligo Chess and Culture Festival 2026","Festival","Visitors to the Sligo Chess and Culture Festival 2026 can enjoy ten days of world-class chess, vibrant cultural experiences, and family-friendly activities in Ireland’s northwest. Highlights include Ireland’s only nine-round open classical tournament offering master-title opportunities, plus simultaneous exhibitions, workshops, themed social events, an astronomy night, guided nature outings, and traditional music. 

Four tournaments cater to all ages, with student competitions adding energy to the festival. A professional smart-board hall enhances the experience. A community beach cleanup with Clean Coasts and local business partnerships offer visitors meaningful and enjoyable ways to explore Sligo’s hospitality and culture.","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/6cf67c0c-2f4d-4cf7-aa3b-1150a79ffd2e/f3752fd7-9995-441c-97a9-f7fe2c458e94.jpg?w=640&q=66&fit=scale","https://sligochessfestival.com/","https://sligochessfestival.com/tournament/sligo-chess-festival-2026-weekender/","00353894859892","","Diamond Coast Hotel","Diamond Coast Hotel, Bartragh, Enniscrone, Sligo","Sligo","54.204351","-9.103259","No","85","30/01/2026","30/01/2026",,,"Yes"
"Neon Painting: Paint Like Picasso","Event","Our team will take each person step by step into creating a masterpiece with no experience necessary.

 - Artist (to help you paint)
 - Themed Painting
 - Prizes
 - Music
 - UV Lights

The bar has alcohol for sale, there is no BYOB option.
Over 18s only, ID required.

Readers are advised to check with the organiser before relying on the details published here. ","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/45d780c3-5106-4f79-bbf7-897356a843f0/f81068eb-f83f-4c20-994c-9880adfd13e3.jpg?w=640&q=66&fit=scale","https://www.eventbrite.ie/e/neon-painting-paint-like-picasso-tickets-1975124988008?aff=oddtdtcreator","https://www.eventbrite.ie/e/neon-painting-paint-like-picasso-tickets-1975124988008?aff=oddtdtcreator","00353863334177","","Pawn Shop","Pawn Shop, 15 Dame St, Dublin, Dublin","Dublin","53.3440614","-6.265263399999999","No","29.93","07/02/2026","07/02/2026",,,"Yes"
"Sligo Chess and Culture Festival 2026","Festival","Visitors to the Sligo Chess and Culture Festival 2026 can enjoy ten days of world-class chess, vibrant cultural experiences, and family-friendly activities in Ireland’s northwest. Highlights include Ireland’s only nine-round open classical tournament offering master-title opportunities, plus simultaneous exhibitions, workshops, themed social events, an astronomy night, guided nature outings, and traditional music. 

Four tournaments cater to all ages, with student competitions adding energy to the festival. A professional smart-board hall enhances the experience. A community beach cleanup with Clean Coasts and local business partnerships offer visitors meaningful and enjoyable ways to explore Sligo’s hospitality and culture.","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/6cf67c0c-2f4d-4cf7-aa3b-1150a79ffd2e/f3752fd7-9995-441c-97a9-f7fe2c458e94.jpg?w=640&q=66&fit=scale","https://sligochessfestival.com/","https://sligochessfestival.com/tournament/sligo-chess-festival-2026-weekender/","00353894859892","","Diamond Coast Hotel","Diamond Coast Hotel, Bartragh, Enniscrone, Sligo","Sligo","54.204351","-9.103259","No","85","31/01/2026","31/01/2026",,,"Yes"
"Sligo Chess and Culture Festival 2026","Festival","Visitors to the Sligo Chess and Culture Festival 2026 can enjoy ten days of world-class chess, vibrant cultural experiences, and family-friendly activities in Ireland’s northwest. Highlights include Ireland’s only nine-round open classical tournament offering master-title opportunities, plus simultaneous exhibitions, workshops, themed social events, an astronomy night, guided nature outings, and traditional music. 

Four tournaments cater to all ages, with student competitions adding energy to the festival. A professional smart-board hall enhances the experience. A community beach cleanup with Clean Coasts and local business partnerships offer visitors meaningful and enjoyable ways to explore Sligo’s hospitality and culture.","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/6cf67c0c-2f4d-4cf7-aa3b-1150a79ffd2e/f3752fd7-9995-441c-97a9-f7fe2c458e94.jpg?w=640&q=66&fit=scale","https://sligochessfestival.com/","https://sligochessfestival.com/tournament/sligo-chess-festival-2026-weekender/","00353894859892","","Diamond Coast Hotel","Diamond Coast Hotel, Bartragh, Enniscrone, Sligo","Sligo","54.204351","-9.103259","No","85","02/02/2026","02/02/2026",,,"Yes"
"Sligo Chess and Culture Festival 2026","Festival","Visitors to the Sligo Chess and Culture Festival 2026 can enjoy ten days of world-class chess, vibrant cultural experiences, and family-friendly activities in Ireland’s northwest. Highlights include Ireland’s only nine-round open classical tournament offering master-title opportunities, plus simultaneous exhibitions, workshops, themed social events, an astronomy night, guided nature outings, and traditional music. 

Four tournaments cater to all ages, with student competitions adding energy to the festival. A professional smart-board hall enhances the experience. A community beach cleanup with Clean Coasts and local business partnerships offer visitors meaningful and enjoyable ways to explore Sligo’s hospitality and culture.","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/6cf67c0c-2f4d-4cf7-aa3b-1150a79ffd2e/f3752fd7-9995-441c-97a9-f7fe2c458e94.jpg?w=640&q=66&fit=scale","https://sligochessfestival.com/","https://sligochessfestival.com/tournament/sligo-chess-festival-2026-weekender/","00353894859892","","Diamond Coast Hotel","Diamond Coast Hotel, Bartragh, Enniscrone, Sligo","Sligo","54.204351","-9.103259","No","85","01/02/2026","01/02/2026",,,"Yes"
"The Flag by artist Emily Aoibheann - The National Gallery of Ireland","Event","Blending contemporary dance, live brass, sculptural sound and archival research, the work unfolds as a promenade experience that audiences are free to enter, exit, and linger with.

The Flag reflects on national identity as something felt through resonance and tension, exploring how history inhabits bodies, objects and sound. Performed without fixed seating, the piece invites viewers to move through cycles of playful horn calls, resonant tuba solos, layered field recordings, and intricate ribbon choreography.

The Flag transforms the Shaw Room into a living sculpture, where movement and music unfold as a mesmeric process.

The Flag is funded by the Arts Council / An Chomhairle Ealaíon and supported by Dance Ireland.s","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/a1833606-b3fd-476b-ba9a-cad0d71f7193/d9bd54fb-3a77-4c77-9283-ba06eb11e319.jpg?w=640&q=66&fit=scale","https://www.nationalgallery.ie/whats-on/the-flag-30-01",,"0035316615133","0035316615133","National Gallery of Ireland","National Gallery of Ireland, Merrion Square W, Dublin, Dublin","Dublin","53.3408887","-6.2522962","Yes","","29/01/2026","29/01/2026",,,"Yes"
"The Flag by artist Emily Aoibheann - The National Gallery of Ireland","Event","Blending contemporary dance, live brass, sculptural sound and archival research, the work unfolds as a promenade experience that audiences are free to enter, exit, and linger with.

The Flag reflects on national identity as something felt through resonance and tension, exploring how history inhabits bodies, objects and sound. Performed without fixed seating, the piece invites viewers to move through cycles of playful horn calls, resonant tuba solos, layered field recordings, and intricate ribbon choreography.

The Flag transforms the Shaw Room into a living sculpture, where movement and music unfold as a mesmeric process.

The Flag is funded by the Arts Council / An Chomhairle Ealaíon and supported by Dance Ireland.s","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/a1833606-b3fd-476b-ba9a-cad0d71f7193/d9bd54fb-3a77-4c77-9283-ba06eb11e319.jpg?w=640&q=66&fit=scale","https://www.nationalgallery.ie/whats-on/the-flag-30-01",,"0035316615133","0035316615133","National Gallery of Ireland","National Gallery of Ireland, Merrion Square W, Dublin, Dublin","Dublin","53.3408887","-6.2522962","Yes","","28/01/2026","28/01/2026",,,"Yes"
"The Flag by artist Emily Aoibheann - The National Gallery of Ireland","Event","Blending contemporary dance, live brass, sculptural sound and archival research, the work unfolds as a promenade experience that audiences are free to enter, exit, and linger with.

The Flag reflects on national identity as something felt through resonance and tension, exploring how history inhabits bodies, objects and sound. Performed without fixed seating, the piece invites viewers to move through cycles of playful horn calls, resonant tuba solos, layered field recordings, and intricate ribbon choreography.

The Flag transforms the Shaw Room into a living sculpture, where movement and music unfold as a mesmeric process.

The Flag is funded by the Arts Council / An Chomhairle Ealaíon and supported by Dance Ireland.s","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/a1833606-b3fd-476b-ba9a-cad0d71f7193/d9bd54fb-3a77-4c77-9283-ba06eb11e319.jpg?w=640&q=66&fit=scale","https://www.nationalgallery.ie/whats-on/the-flag-30-01",,"0035316615133","0035316615133","National Gallery of Ireland","National Gallery of Ireland, Merrion Square W, Dublin, Dublin","Dublin","53.3408887","-6.2522962","Yes","","30/01/2026","30/01/2026",,,"Yes"
"Neon Painting: Paint Like Picasso","Event","Our team will take each person step by step into creating a masterpiece with no experience necessary.

 - Artist (to help you paint)
 - Themed Painting
 - Prizes
 - Music
 - UV Lights

The bar has alcohol for sale, there is no BYOB option.
Over 18s only, ID required.

Readers are advised to check with the organiser before relying on the details published here. ","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/45d780c3-5106-4f79-bbf7-897356a843f0/f81068eb-f83f-4c20-994c-9880adfd13e3.jpg?w=640&q=66&fit=scale","https://www.eventbrite.ie/e/neon-painting-paint-like-picasso-tickets-1975124988008?aff=oddtdtcreator","https://www.eventbrite.ie/e/neon-painting-paint-like-picasso-tickets-1975124988008?aff=oddtdtcreator","00353863334177","","Pawn Shop","Pawn Shop, 15 Dame St, Dublin, Dublin","Dublin","53.3440614","-6.265263399999999","No","29.93","25/01/2026","25/01/2026",,,"Yes"
"The Flag by artist Emily Aoibheann - The National Gallery of Ireland","Event","Blending contemporary dance, live brass, sculptural sound and archival research, the work unfolds as a promenade experience that audiences are free to enter, exit, and linger with.

The Flag reflects on national identity as something felt through resonance and tension, exploring how history inhabits bodies, objects and sound. Performed without fixed seating, the piece invites viewers to move through cycles of playful horn calls, resonant tuba solos, layered field recordings, and intricate ribbon choreography.

The Flag transforms the Shaw Room into a living sculpture, where movement and music unfold as a mesmeric process.

The Flag is funded by the Arts Council / An Chomhairle Ealaíon and supported by Dance Ireland.s","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/a1833606-b3fd-476b-ba9a-cad0d71f7193/d9bd54fb-3a77-4c77-9283-ba06eb11e319.jpg?w=640&q=66&fit=scale","https://www.nationalgallery.ie/whats-on/the-flag-30-01",,"0035316615133","0035316615133","National Gallery of Ireland","National Gallery of Ireland, Merrion Square W, Dublin, Dublin","Dublin","53.3408887","-6.2522962","Yes","","31/01/2026","31/01/2026",,,"Yes"
"Elinor O’Donovan: Winter Sun","Event","Winter Sun is a moving-image work by Cork artist Elinor O’Donovan.

The work is a preserved piece of a warm Cork summer, saved for the months when it is most needed. Taking as its inspiration the iconic view from the top of Patrick’s Hill at Bells Field, the video work is a looping film depicting Corkonians sharing a moment of togetherness, connected by their mutual appreciation for a setting summer sun.

Projection-Mapping: Lightscape Studios
3D Artist: Bassam Issa Al-Sabah
Cinematography: Jack Desmond

Part of Island City – Cork’s Urban Sculpture Trail.

Readers are advised to check with the organiser before relying on the details published here. ","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/8a82912e-e327-4e85-affd-6dcb720dadcd/islandcitycork.jpg?w=640&q=66&fit=scale","https://triskelartscentre.ie/events/elinor-o-e2-80-99donovan-winter-sun/",,"00353214272022","","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.476346399999999","Yes","","07/04/2026","07/04/2026",,,"Yes"
"Elinor O’Donovan: Winter Sun","Event","Winter Sun is a moving-image work by Cork artist Elinor O’Donovan.

The work is a preserved piece of a warm Cork summer, saved for the months when it is most needed. Taking as its inspiration the iconic view from the top of Patrick’s Hill at Bells Field, the video work is a looping film depicting Corkonians sharing a moment of togetherness, connected by their mutual appreciation for a setting summer sun.

Projection-Mapping: Lightscape Studios
3D Artist: Bassam Issa Al-Sabah
Cinematography: Jack Desmond

Part of Island City – Cork’s Urban Sculpture Trail.

Readers are advised to check with the organiser before relying on the details published here. ","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/8a82912e-e327-4e85-affd-6dcb720dadcd/islandcitycork.jpg?w=640&q=66&fit=scale","https://triskelartscentre.ie/events/elinor-o-e2-80-99donovan-winter-sun/",,"00353214272022","","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.476346399999999","Yes","","06/04/2026","06/04/2026",,,"Yes"
"Elinor O’Donovan: Winter Sun","Event","Winter Sun is a moving-image work by Cork artist Elinor O’Donovan.

The work is a preserved piece of a warm Cork summer, saved for the months when it is most needed. Taking as its inspiration the iconic view from the top of Patrick’s Hill at Bells Field, the video work is a looping film depicting Corkonians sharing a moment of togetherness, connected by their mutual appreciation for a setting summer sun.

Projection-Mapping: Lightscape Studios
3D Artist: Bassam Issa Al-Sabah
Cinematography: Jack Desmond

Part of Island City – Cork’s Urban Sculpture Trail.

Readers are advised to check with the organiser before relying on the details published here. ","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/8a82912e-e327-4e85-affd-6dcb720dadcd/islandcitycork.jpg?w=640&q=66&fit=scale","https://triskelartscentre.ie/events/elinor-o-e2-80-99donovan-winter-sun/",,"00353214272022","","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.476346399999999","Yes","","08/04/2026","08/04/2026",,,"Yes"
"Elinor O’Donovan: Winter Sun","Event","Winter Sun is a moving-image work by Cork artist Elinor O’Donovan.

The work is a preserved piece of a warm Cork summer, saved for the months when it is most needed. Taking as its inspiration the iconic view from the top of Patrick’s Hill at Bells Field, the video work is a looping film depicting Corkonians sharing a moment of togetherness, connected by their mutual appreciation for a setting summer sun.

Projection-Mapping: Lightscape Studios
3D Artist: Bassam Issa Al-Sabah
Cinematography: Jack Desmond

Part of Island City – Cork’s Urban Sculpture Trail.

Readers are advised to check with the organiser before relying on the details published here. ","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/8a82912e-e327-4e85-affd-6dcb720dadcd/islandcitycork.jpg?w=640&q=66&fit=scale","https://triskelartscentre.ie/events/elinor-o-e2-80-99donovan-winter-sun/",,"00353214272022","","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.476346399999999","Yes","","10/04/2026","10/04/2026",,,"Yes"
"Elinor O’Donovan: Winter Sun","Event","Winter Sun is a moving-image work by Cork artist Elinor O’Donovan.

The work is a preserved piece of a warm Cork summer, saved for the months when it is most needed. Taking as its inspiration the iconic view from the top of Patrick’s Hill at Bells Field, the video work is a looping film depicting Corkonians sharing a moment of togetherness, connected by their mutual appreciation for a setting summer sun.

Projection-Mapping: Lightscape Studios
3D Artist: Bassam Issa Al-Sabah
Cinematography: Jack Desmond

Part of Island City – Cork’s Urban Sculpture Trail.

Readers are advised to check with the organiser before relying on the details published here. ","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/8a82912e-e327-4e85-affd-6dcb720dadcd/islandcitycork.jpg?w=640&q=66&fit=scale","https://triskelartscentre.ie/events/elinor-o-e2-80-99donovan-winter-sun/",,"00353214272022","","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.476346399999999","Yes","","09/04/2026","09/04/2026",,,"Yes"
"Elinor O’Donovan: Winter Sun","Event","Winter Sun is a moving-image work by Cork artist Elinor O’Donovan.

The work is a preserved piece of a warm Cork summer, saved for the months when it is most needed. Taking as its inspiration the iconic view from the top of Patrick’s Hill at Bells Field, the video work is a looping film depicting Corkonians sharing a moment of togetherness, connected by their mutual appreciation for a setting summer sun.

Projection-Mapping: Lightscape Studios
3D Artist: Bassam Issa Al-Sabah
Cinematography: Jack Desmond

Part of Island City – Cork’s Urban Sculpture Trail.

Readers are advised to check with the organiser before relying on the details published here. ","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/8a82912e-e327-4e85-affd-6dcb720dadcd/islandcitycork.jpg?w=640&q=66&fit=scale","https://triskelartscentre.ie/events/elinor-o-e2-80-99donovan-winter-sun/",,"00353214272022","","Triskel Arts Centre","Triskel Arts Centre, Tobin St, Centre, Cork","Cork","51.8973901","-8.476346399999999","Yes","","02/04/2026","02/04/2026",,,"Yes"
